#    fold  msm_lag  n_states  n_tica  test_score  tica_lag  train_score
0      0        1        50      10    3.438321         1     3.431953
1      1        1        50      10    3.472644         1     3.472168
2      2        1        50      10    3.467055         1     3.481978
3      3        1        50      10    3.497055         1     3.492235
4      4        1        50      10    3.568262         1     3.566348
5      0        1       100      10    5.217027         1     5.188871
6      1        1       100      10    4.820014         1     4.872070
7      2        1       100      10    5.364726         1     5.331194
8      3        1       100      10    5.256459         1     5.217369
9      4        1       100      10    5.301471         1     5.317636
10     0        1       250      10    6.798928         1     6.729658
11     1        1       250      10    6.720967         1     6.700219
12     2        1       250      10    6.769365         1     6.840139
13     3        1       250      10    6.811408         1     6.874665
14     4        1       250      10    6.743238         1     6.734226
15     0        1       500      10    7.993848         1     8.135065
16     1        1       500      10    8.170379         1     8.099930
17     2        1       500      10    8.146324         1     8.123556
18     3        1       500      10    8.098815         1     8.195615
19     4        1       500      10    8.217096         1     8.021746
20     0        1       750      10    8.750320         1     8.881953
21     1        1       750      10    8.994841         1     8.609862
22     2        1       750      10    8.889752         1     8.877819
23     3        1       750      10    8.451261         1     8.855935
24     4        1       750      10    9.132108         1     8.822931
25     0        1      1000      10    8.970067         1     9.084782
26     1        1      1000      10    9.389907         1     9.354642
27     2        1      1000      10    8.942240         1     9.092936
28     3        1      1000      10    9.232970         1     9.200219
29     4        1      1000      10    8.835922         1     8.925022
30     0        1      1500      10   10.036869         1     9.733928
31     1        1      1500      10    9.992214         1     9.901349
32     2        1      1500      10    9.955736         1    10.263948
33     3        1      1500      10    9.741427         1    10.230044
34     4        1      1500      10    9.353201         1     9.949305
35     0        1      2000      10    9.706442         1    10.003143
36     1        1      2000      10   10.276350         1     9.749174
37     2        1      2000      10    9.747188         1     9.714969
38     3        1      2000      10    9.612387         1    10.043529
39     4        1      2000      10    9.542174         1     9.999160
