#   fold  msm_lag  n_states  n_tica  test_score  tica_lag  train_score
0      0        1        50       8    3.727045         1     3.717775
1      1        1        50       8    3.748936         1     3.737395
2      2        1        50       8    3.795742         1     3.829726
3      3        1        50       8    3.753289         1     3.767697
4      4        1        50       8    3.594294         1     3.594601
5      0        1       100       8    5.247348         1     5.263452
6      1        1       100       8    5.192138         1     5.185507
7      2        1       100       8    5.333598         1     5.366769
8      3        1       100       8    5.174241         1     5.201055
9      4        1       100       8    5.367756         1     5.363893
10     0        1       250       8    6.776376         1     6.977865
11     1        1       250       8    6.755732         1     6.810729
12     2        1       250       8    6.807422         1     6.793446
13     3        1       250       8    6.919217         1     6.867841
14     4        1       250       8    6.923834         1     6.924883
15     0        1       500       8    7.905939         1     7.900538
16     1        1       500       8    7.834522         1     7.790974
17     2        1       500       8    8.033477         1     7.901660
18     3        1       500       8    7.905369         1     7.883011
19     4        1       500       8    7.696302         1     7.915757
20     0        1       750       8    8.715820         1     8.839406
21     1        1       750       8    8.688576         1     8.908368
22     2        1       750       8    8.660912         1     8.907146
23     3        1       750       8    8.770911         1     8.755052
24     4        1       750       8    8.726990         1     8.863454
25     0        1      1000       8    9.046192         1     9.135812
26     1        1      1000       8    9.512704         1     9.277216
27     2        1      1000       8    9.012469         1     9.239814
28     3        1      1000       8    8.886996         1     9.054836
29     4        1      1000       8    9.146540         1     9.228580
30     0        1      1500       8    9.048328         1     9.380112
31     1        1      1500       8    9.165341         1     9.099038
32     2        1      1500       8    9.362125         1     9.204213
33     3        1      1500       8    9.051190         1     9.325614
34     4        1      1500       8    9.400049         1     9.359957
35     0        1      2000       8    9.875600         1     9.550290
36     1        1      2000       8    9.688389         1     9.660460
37     2        1      2000       8   10.225645         1     9.628510
38     3        1      2000       8    9.924634         1     9.876407
39     4        1      2000       8    9.946666         1     9.720553
