#    fold  msm_lag  n_states  n_tica  test_score  tica_lag  train_score
0      0        1        50      15    3.012108         1     2.993947
1      1        1        50      15    2.990106         1     2.990638
2      2        1        50      15    2.995553         1     3.024466
3      3        1        50      15    2.975505         1     2.978950
4      4        1        50      15    2.976238         1     2.982699
5      0        1       100      15    4.444513         1     4.443168
6      1        1       100      15    4.539568         1     4.518604
7      2        1       100      15    4.555465         1     4.587258
8      3        1       100      15    4.570650         1     4.549721
9      4        1       100      15    4.471004         1     4.492738
10     0        1       250      15    6.422376         1     6.439537
11     1        1       250      15    6.368521         1     6.435748
12     2        1       250      15    6.405046         1     6.559104
13     3        1       250      15    6.396642         1     6.471367
14     4        1       250      15    6.558912         1     6.489566
15     0        1       500      15    7.679352         1     7.715135
16     1        1       500      15    7.614396         1     7.563469
17     2        1       500      15    7.628073         1     7.704184
18     3        1       500      15    7.665001         1     7.740443
19     4        1       500      15    7.502148         1     7.575211
20     0        1       750      15    8.013101         1     7.975123
21     1        1       750      15    8.138306         1     7.890563
22     2        1       750      15    8.003183         1     8.044115
23     3        1       750      15    8.002797         1     7.983945
24     4        1       750      15    7.794229         1     8.018311
25     0        1      1000      15    8.532865         1     8.707381
26     1        1      1000      15    8.231715         1     8.366456
27     2        1      1000      15    8.631431         1     8.540075
28     3        1      1000      15    8.398484         1     8.527008
29     4        1      1000      15    8.733257         1     8.659564
30     0        1      1500      15    8.328033         1     8.816951
31     1        1      1500      15    8.323430         1     8.763233
32     2        1      1500      15    8.955392         1     8.736269
33     3        1      1500      15    8.736717         1     8.927883
34     4        1      1500      15    9.152766         1     8.881138
35     0        1      2000      15    9.221801         1     9.274602
36     1        1      2000      15    9.310417         1     9.110754
37     2        1      2000      15    9.381859         1     9.427774
38     3        1      2000      15    8.672925         1     9.326896
39     4        1      2000      15    9.475096         1     9.246632
