#    fold  msm_lag  n_states  n_tica  test_score  tica_lag  train_score
0      0        1        50      20    2.874323         1     2.870937
1      1        1        50      20    2.908684         1     2.913711
2      2        1        50      20    2.829298         1     2.863758
3      3        1        50      20    2.857520         1     2.856845
4      4        1        50      20    2.870503         1     2.862548
5      0        1       100      20    4.263828         1     4.285742
6      1        1       100      20    4.269060         1     4.290981
7      2        1       100      20    4.242934         1     4.295830
8      3        1       100      20    4.095641         1     4.082051
9      4        1       100      20    4.093215         1     4.121176
10     0        1       250      20    6.178981         1     6.281472
11     1        1       250      20    6.204781         1     6.198441
12     2        1       250      20    6.039111         1     6.163624
13     3        1       250      20    6.000658         1     6.081580
14     4        1       250      20    6.198089         1     6.175245
15     0        1       500      20    7.425908         1     7.131024
16     1        1       500      20    7.046513         1     7.141955
17     2        1       500      20    6.943902         1     7.278810
18     3        1       500      20    7.067404         1     7.321936
19     4        1       500      20    7.340497         1     7.258575
20     0        1       750      20    7.677878         1     7.540412
21     1        1       750      20    7.613164         1     7.698276
22     2        1       750      20    8.003541         1     7.712757
23     3        1       750      20    7.239353         1     7.736242
24     4        1       750      20    7.851712         1     7.781860
25     0        1      1000      20    8.538154         1     7.986456
26     1        1      1000      20    7.649297         1     8.062648
27     2        1      1000      20    8.453490         1     8.114796
28     3        1      1000      20    7.671431         1     8.059256
29     4        1      1000      20    8.149127         1     8.164676
30     0        1      1500      20    8.442877         1     8.516496
31     1        1      1500      20    7.995483         1     8.378040
32     2        1      1500      20    8.907643         1     8.303270
33     3        1      1500      20    8.553118         1     8.483377
34     4        1      1500      20   16.729023         1     8.546041
35     0        1      2000      20    8.590157         1     8.332477
36     1        1      2000      20    7.970246         1     8.311562
37     2        1      2000      20    8.563706         1     8.667129
38     3        1      2000      20    8.120130         1     8.582848
39     4        1      2000      20    6.954685         1     8.425403
